,date,client,asset,quantity,currency,price_local,rate_to_usd,price_usd,value_local,value_usd
21685,2024-01-01,Client_7,Asset_5,862.0,USD,94.81,1.0,94.81,81726.22,81726.22
21686,2024-01-01,Client_10,Asset_5,92.0,USD,94.81,1.0,94.81,8722.52,8722.52
22657,2024-01-01,Client_3,Asset_6,299.0,USD,141.51,1.0,141.51,42311.49,42311.49
22658,2024-01-01,Client_6,Asset_6,112.0,USD,141.51,1.0,141.51,15849.119999999999,15849.119999999999
22659,2024-01-01,Client_9,Asset_6,785.0,USD,141.51,1.0,141.51,111085.34999999999,111085.34999999999
24144,2024-01-01,Client_3,Asset_9,673.0,USD,100.31,1.0,100.31,67508.63,67508.63
24145,2024-01-01,Client_8,Asset_9,571.0,USD,100.31,1.0,100.31,57277.01,57277.01
1511,2024-01-02,Client_1,Asset_12,240.0,USD,84.73,1.0,84.73,20335.2,20335.2
1512,2024-01-02,Client_8,Asset_12,122.0,USD,84.73,1.0,84.73,10337.060000000001,10337.060000000001
1513,2024-01-02,Client_10,Asset_12,560.0,USD,84.73,1.0,84.73,47448.8,47448.8
2016,2024-01-02,Client_1,Asset_13,100.0,USD,172.93,1.0,172.93,17293.0,17293.0
2017,2024-01-02,Client_4,Asset_13,692.0,USD,172.93,1.0,172.93,119667.56,119667.56
2018,2024-01-02,Client_6,Asset_13,454.0,USD,172.93,1.0,172.93,78510.22,78510.22
2019,2024-01-02,Client_10,Asset_13,790.0,USD,172.93,1.0,172.93,136614.7,136614.7
2498,2024-01-02,Client_4,Asset_14,981.0,USD,295.82,1.0,295.82,290199.42,290199.42
2499,2024-01-02,Client_7,Asset_14,544.0,USD,295.82,1.0,295.82,160926.08,160926.08
2500,2024-01-02,Client_9,Asset_14,768.0,USD,295.82,1.0,295.82,227189.76,227189.76
2501,2024-01-02,Client_10,Asset_14,83.0,USD,295.82,1.0,295.82,24553.059999999998,24553.059999999998
3010,2024-01-02,Client_2,Asset_15,366.0,USD,245.85,1.0,245.85,89981.09999999999,89981.09999999999
3011,2024-01-02,Client_5,Asset_15,529.0,USD,245.85,1.0,245.85,130054.65,130054.65
3012,2024-01-02,Client_6,Asset_15,311.0,USD,245.85,1.0,245.85,76459.34999999999,76459.34999999999
3013,2024-01-02,Client_9,Asset_15,432.0,USD,245.85,1.0,245.85,106207.2,106207.2
4457,2024-01-02,Client_3,Asset_18,967.0,USD,225.93,1.0,225.93,218474.31,218474.31
4458,2024-01-02,Client_5,Asset_18,427.0,USD,225.93,1.0,225.93,96472.11,96472.11
4459,2024-01-02,Client_7,Asset_18,882.0,USD,225.93,1.0,225.93,199270.26,199270.26
5423,2024-01-02,Client_5,Asset_2,421.0,USD,296.98,1.0,296.98,125028.58,125028.58
5424,2024-01-02,Client_6,Asset_2,732.0,USD,296.98,1.0,296.98,217389.36000000002,217389.36000000002
5425,2024-01-02,Client_8,Asset_2,151.0,USD,296.98,1.0,296.98,44843.98,44843.98
5426,2024-01-02,Client_10,Asset_2,763.0,USD,296.98,1.0,296.98,226595.74000000002,226595.74000000002
5910,2024-01-02,Client_1,Asset_20,614.0,USD,231.65,1.0,231.65,142233.1,142233.1
5911,2024-01-02,Client_2,Asset_20,958.0,USD,231.65,1.0,231.65,221920.7,221920.7
5912,2024-01-02,Client_8,Asset_20,767.0,USD,231.65,1.0,231.65,177675.55000000002,177675.55000000002
5913,2024-01-02,Client_10,Asset_20,923.0,USD,231.65,1.0,231.65,213812.95,213812.95
7908,2024-01-02,Client_2,Asset_24,228.0,USD,229.95,1.0,229.95,52428.6,52428.6
7909,2024-01-02,Client_7,Asset_24,655.0,USD,229.95,1.0,229.95,150617.25,150617.25
7910,2024-01-02,Client_8,Asset_24,193.0,USD,229.95,1.0,229.95,44380.35,44380.35
7911,2024-01-02,Client_9,Asset_24,231.0,USD,229.95,1.0,229.95,53118.45,53118.45
8403,2024-01-02,Client_3,Asset_25,901.0,USD,211.13,1.0,211.13,190228.13,190228.13
8404,2024-01-02,Client_4,Asset_25,542.0,USD,211.13,1.0,211.13,114432.45999999999,114432.45999999999
8405,2024-01-02,Client_5,Asset_25,956.0,USD,211.13,1.0,211.13,201840.28,201840.28
8406,2024-01-02,Client_6,Asset_25,711.0,USD,211.13,1.0,211.13,150113.43,150113.43
8407,2024-01-02,Client_7,Asset_25,256.0,USD,211.13,1.0,211.13,54049.28,54049.28
8894,2024-01-02,Client_5,Asset_26,915.0,USD,222.39,1.0,222.39,203486.84999999998,203486.84999999998
8895,2024-01-02,Client_6,Asset_26,768.0,USD,222.39,1.0,222.39,170795.52,170795.52
9407,2024-01-02,Client_4,Asset_27,364.0,USD,252.82,1.0,252.82,92026.48,92026.48
9408,2024-01-02,Client_9,Asset_27,945.0,USD,252.82,1.0,252.82,238914.9,238914.9
9409,2024-01-02,Client_6,Asset_27,242.0,USD,252.82,1.0,252.82,61182.439999999995,61182.439999999995
9935,2024-01-02,Client_3,Asset_28,354.0,USD,289.12,1.0,289.12,102348.48,102348.48
9936,2024-01-02,Client_4,Asset_28,327.0,USD,289.12,1.0,289.12,94542.24,94542.24
9937,2024-01-02,Client_7,Asset_28,981.0,USD,289.12,1.0,289.12,283626.72000000003,283626.72000000003
11360,2024-01-02,Client_1,Asset_30,215.0,USD,252.9,1.0,252.9,54373.5,54373.5
11361,2024-01-02,Client_9,Asset_30,885.0,USD,252.9,1.0,252.9,223816.5,223816.5
11362,2024-01-02,Client_10,Asset_30,499.0,USD,252.9,1.0,252.9,126197.1,126197.1
12835,2024-01-02,Client_2,Asset_33,882.0,USD,188.4,1.0,188.4,166168.80000000002,166168.80000000002
12836,2024-01-02,Client_3,Asset_33,89.0,USD,188.4,1.0,188.4,16767.600000000002,16767.600000000002
12837,2024-01-02,Client_9,Asset_33,959.0,USD,188.4,1.0,188.4,180675.6,180675.6
13363,2024-01-02,Client_1,Asset_34,723.0,USD,77.49,1.0,77.49,56025.27,56025.27
13364,2024-01-02,Client_6,Asset_34,491.0,USD,77.49,1.0,77.49,38047.59,38047.59
13365,2024-01-02,Client_9,Asset_34,770.0,USD,77.49,1.0,77.49,59667.299999999996,59667.299999999996
13863,2024-01-02,Client_1,Asset_35,702.0,USD,137.9,1.0,137.9,96805.8,96805.8
13864,2024-01-02,Client_2,Asset_35,144.0,USD,137.9,1.0,137.9,19857.600000000002,19857.600000000002
13865,2024-01-02,Client_3,Asset_35,913.0,USD,137.9,1.0,137.9,125902.70000000001,125902.70000000001
13866,2024-01-02,Client_6,Asset_35,733.0,USD,139.33,1.0,139.33,102128.89000000001,102128.89000000001
13867,2024-01-02,Client_7,Asset_35,961.0,USD,139.33,1.0,139.33,133896.13,133896.13
15296,2024-01-02,Client_1,Asset_38,685.0,USD,234.49,1.0,234.49,160625.65,160625.65
15297,2024-01-02,Client_3,Asset_38,326.0,USD,234.49,1.0,234.49,76443.74,76443.74
15298,2024-01-02,Client_5,Asset_38,213.0,USD,234.49,1.0,234.49,49946.37,49946.37
15299,2024-01-02,Client_6,Asset_38,738.0,USD,234.49,1.0,234.49,173053.62,173053.62
15300,2024-01-02,Client_9,Asset_38,874.0,USD,234.49,1.0,234.49,204944.26,204944.26
15301,2024-01-02,Client_10,Asset_38,173.0,USD,234.49,1.0,234.49,40566.770000000004,40566.770000000004
18694,2024-01-02,Client_3,Asset_44,794.0,USD,258.28,1.0,258.28,205074.31999999998,205074.31999999998
18695,2024-01-02,Client_8,Asset_44,825.0,USD,258.28,1.0,258.28,213080.99999999997,213080.99999999997
18696,2024-01-02,Client_10,Asset_44,798.0,USD,258.28,1.0,258.28,206107.43999999997,206107.43999999997
19200,2024-01-02,Client_1,Asset_45,699.0,USD,172.29,1.0,172.29,120430.70999999999,120430.70999999999
19201,2024-01-02,Client_2,Asset_45,608.0,USD,172.29,1.0,172.29,104752.31999999999,104752.31999999999
19202,2024-01-02,Client_6,Asset_45,812.0,USD,172.29,1.0,172.29,139899.47999999998,139899.47999999998
19203,2024-01-02,Client_7,Asset_45,304.0,USD,172.29,1.0,172.29,52376.159999999996,52376.159999999996
20686,2024-01-02,Client_3,Asset_48,670.0,USD,158.04,1.0,158.04,105886.79999999999,105886.79999999999
20687,2024-01-02,Client_6,Asset_48,217.0,USD,158.04,1.0,158.04,34294.68,34294.68
20688,2024-01-02,Client_7,Asset_48,993.0,USD,158.04,1.0,158.04,156933.72,156933.72
20689,2024-01-02,Client_8,Asset_48,776.0,USD,158.04,1.0,158.04,122639.04,122639.04
20690,2024-01-02,Client_10,Asset_48,777.0,USD,158.04,1.0,158.04,122797.07999999999,122797.07999999999
21190,2024-01-02,Client_1,Asset_49,882.0,USD,118.17,1.0,118.17,104225.94,104225.94
21191,2024-01-02,Client_3,Asset_49,270.0,USD,118.17,1.0,118.17,31905.9,31905.9
21192,2024-01-02,Client_7,Asset_49,138.0,USD,118.17,1.0,118.17,16307.460000000001,16307.460000000001
21193,2024-01-02,Client_9,Asset_49,633.0,USD,119.81,1.0,119.81,75839.73,75839.73
21194,2024-01-02,Client_10,Asset_49,522.0,USD,119.81,1.0,119.81,62540.82,62540.82
21687,2024-01-02,Client_1,Asset_5,868.0,USD,95.89,1.0,95.89,83232.52,83232.52
21688,2024-01-02,Client_4,Asset_5,376.0,USD,95.89,1.0,95.89,36054.64,36054.64
21689,2024-01-02,Client_9,Asset_5,820.0,USD,95.89,1.0,95.89,78629.8,78629.8
21690,2024-01-02,Client_10,Asset_5,646.0,USD,95.89,1.0,95.89,61944.94,61944.94
22660,2024-01-02,Client_1,Asset_6,673.0,USD,141.98,1.0,141.98,95552.54,95552.54
22661,2024-01-02,Client_2,Asset_6,219.0,USD,141.98,1.0,141.98,31093.62,31093.62
22662,2024-01-02,Client_4,Asset_6,484.0,USD,141.98,1.0,141.98,68718.31999999999,68718.31999999999
22663,2024-01-02,Client_6,Asset_6,777.0,USD,141.98,1.0,141.98,110318.45999999999,110318.45999999999
22664,2024-01-02,Client_8,Asset_6,47.0,USD,141.98,1.0,141.98,6673.0599999999995,6673.0599999999995
22665,2024-01-02,Client_9,Asset_6,45.0,USD,141.98,1.0,141.98,6389.099999999999,6389.099999999999
24146,2024-01-02,Client_5,Asset_9,531.0,USD,103.67,1.0,103.67,55048.770000000004,55048.770000000004
24147,2024-01-02,Client_8,Asset_9,314.0,USD,103.67,1.0,103.67,32552.38,32552.38
24148,2024-01-02,Client_9,Asset_9,323.0,USD,103.67,1.0,103.67,33485.41,33485.41
1514,2024-01-03,Client_1,Asset_12,990.0,USD,85.47,1.0,85.47,84615.3,84615.3
1515,2024-01-03,Client_3,Asset_12,721.0,USD,85.47,1.0,85.47,61623.87,61623.87
1516,2024-01-03,Client_6,Asset_12,329.0,USD,85.47,1.0,85.47,28119.63,28119.63
2020,2024-01-03,Client_5,Asset_13,327.0,USD,170.85,1.0,170.85,55867.95,55867.95
2021,2024-01-03,Client_7,Asset_13,894.0,USD,170.85,1.0,170.85,152739.9,152739.9
2502,2024-01-03,Client_1,Asset_14,715.0,USD,299.66,1.0,299.66,214256.90000000002,214256.90000000002
2503,2024-01-03,Client_2,Asset_14,859.0,USD,299.66,1.0,299.66,257407.94000000003,257407.94000000003
2504,2024-01-03,Client_6,Asset_14,798.0,USD,299.66,1.0,299.66,239128.68000000002,239128.68000000002
3014,2024-01-03,Client_3,Asset_15,127.0,USD,257.43,1.0,257.43,32693.61,32693.61
3015,2024-01-03,Client_7,Asset_15,486.0,USD,257.43,1.0,257.43,125110.98000000001,125110.98000000001
3016,2024-01-03,Client_9,Asset_15,516.0,USD,257.43,1.0,257.43,132833.88,132833.88
3017,2024-01-03,Client_10,Asset_15,807.0,USD,257.43,1.0,257.43,207746.01,207746.01
4460,2024-01-03,Client_4,Asset_18,933.0,USD,228.8,1.0,228.8,213470.40000000002,213470.40000000002
4461,2024-01-03,Client_5,Asset_18,294.0,USD,228.8,1.0,228.8,67267.2,67267.2
4462,2024-01-03,Client_6,Asset_18,171.0,USD,228.8,1.0,228.8,39124.8,39124.8
5427,2024-01-03,Client_1,Asset_2,172.0,USD,295.38,1.0,295.38,50805.36,50805.36
5428,2024-01-03,Client_4,Asset_2,255.0,USD,295.38,1.0,295.38,75321.9,75321.9
5429,2024-01-03,Client_6,Asset_2,995.0,USD,295.38,1.0,295.38,293903.1,293903.1
5430,2024-01-03,Client_9,Asset_2,593.0,USD,295.38,1.0,295.38,175160.34,175160.34
5431,2024-01-03,Client_10,Asset_2,147.0,USD,295.38,1.0,295.38,43420.86,43420.86
5914,2024-01-03,Client_1,Asset_20,252.0,USD,238.66,1.0,238.66,60142.32,60142.32
5915,2024-01-03,Client_10,Asset_20,931.0,USD,238.66,1.0,238.66,222192.46,222192.46
7912,2024-01-03,Client_2,Asset_24,362.0,USD,232.34,1.0,232.34,84107.08,84107.08
7913,2024-01-03,Client_3,Asset_24,971.0,USD,232.34,1.0,232.34,225602.14,225602.14
7914,2024-01-03,Client_5,Asset_24,82.0,USD,232.34,1.0,232.34,19051.88,19051.88
7915,2024-01-03,Client_6,Asset_24,528.0,USD,232.34,1.0,232.34,122675.52,122675.52
8408,2024-01-03,Client_5,Asset_25,967.0,USD,207.89,1.0,207.89,201029.62999999998,201029.62999999998
8409,2024-01-03,Client_8,Asset_25,495.0,USD,207.89,1.0,207.89,102905.54999999999,102905.54999999999
8410,2024-01-03,Client_10,Asset_25,727.0,USD,207.89,1.0,207.89,151136.03,151136.03
8896,2024-01-03,Client_2,Asset_26,805.0,USD,214.39,1.0,214.39,172583.94999999998,172583.94999999998
8897,2024-01-03,Client_3,Asset_26,619.0,USD,214.39,1.0,214.39,132707.41,132707.41
8898,2024-01-03,Client_5,Asset_26,528.0,USD,214.39,1.0,214.39,113197.92,113197.92
8899,2024-01-03,Client_8,Asset_26,254.0,USD,214.39,1.0,214.39,54455.06,54455.06
8900,2024-01-03,Client_10,Asset_26,414.0,USD,214.39,1.0,214.39,88757.45999999999,88757.45999999999
9410,2024-01-03,Client_2,Asset_27,390.0,USD,250.42,1.0,250.42,97663.79999999999,97663.79999999999
9411,2024-01-03,Client_3,Asset_27,854.0,USD,250.42,1.0,250.42,213858.68,213858.68
9412,2024-01-03,Client_6,Asset_27,94.0,USD,250.42,1.0,250.42,23539.48,23539.48
9413,2024-01-03,Client_7,Asset_27,78.0,USD,250.42,1.0,250.42,19532.76,19532.76
9414,2024-01-03,Client_8,Asset_27,256.0,USD,250.42,1.0,250.42,64107.52,64107.52
9415,2024-01-03,Client_10,Asset_27,24.0,USD,250.42,1.0,250.42,6010.08,6010.08
9938,2024-01-03,Client_6,Asset_28,877.0,USD,288.93,1.0,288.93,253391.61000000002,253391.61000000002
9939,2024-01-03,Client_10,Asset_28,807.0,USD,288.93,1.0,288.93,233166.51,233166.51
11363,2024-01-03,Client_3,Asset_30,488.0,USD,251.96,1.0,251.96,122956.48000000001,122956.48000000001
11364,2024-01-03,Client_7,Asset_30,818.0,USD,251.96,1.0,251.96,206103.28,206103.28
11365,2024-01-03,Client_9,Asset_30,678.0,USD,251.96,1.0,251.96,170828.88,170828.88
11366,2024-01-03,Client_10,Asset_30,904.0,USD,251.96,1.0,251.96,227771.84,227771.84
12838,2024-01-03,Client_3,Asset_33,714.0,USD,188.91,1.0,188.91,134881.74,134881.74
12839,2024-01-03,Client_4,Asset_33,851.0,USD,188.91,1.0,188.91,160762.41,160762.41
12840,2024-01-03,Client_5,Asset_33,294.0,USD,188.91,1.0,188.91,55539.54,55539.54
12841,2024-01-03,Client_7,Asset_33,55.0,USD,188.91,1.0,188.91,10390.05,10390.05
13868,2024-01-03,Client_2,Asset_35,569.0,USD,139.33,1.0,139.33,79278.77,79278.77
13869,2024-01-03,Client_3,Asset_35,951.0,USD,139.33,1.0,139.33,132502.83000000002,132502.83000000002
13870,2024-01-03,Client_5,Asset_35,634.0,USD,139.33,1.0,139.33,88335.22,88335.22
13871,2024-01-03,Client_6,Asset_35,331.0,USD,139.33,1.0,139.33,46118.23,46118.23
13872,2024-01-03,Client_9,Asset_35,300.0,USD,139.33,1.0,139.33,41799.00000000001,41799.00000000001
15302,2024-01-03,Client_1,Asset_38,868.0,USD,231.55,1.0,231.55,200985.40000000002,200985.40000000002
15303,2024-01-03,Client_4,Asset_38,317.0,USD,231.55,1.0,231.55,73401.35,73401.35
15304,2024-01-03,Client_5,Asset_38,22.0,USD,231.55,1.0,231.55,5094.1,5094.1
15305,2024-01-03,Client_7,Asset_38,144.0,USD,231.55,1.0,231.55,33343.200000000004,33343.200000000004
15306,2024-01-03,Client_8,Asset_38,88.0,USD,231.55,1.0,231.55,20376.4,20376.4
18697,2024-01-03,Client_3,Asset_44,365.0,USD,257.62,1.0,257.62,94031.3,94031.3
18698,2024-01-03,Client_5,Asset_44,624.0,USD,257.62,1.0,257.62,160754.88,160754.88
18699,2024-01-03,Client_6,Asset_44,680.0,USD,257.62,1.0,257.62,175181.6,175181.6
18700,2024-01-03,Client_8,Asset_44,111.0,USD,257.62,1.0,257.62,28595.82,28595.82
18701,2024-01-03,Client_9,Asset_44,872.0,USD,257.62,1.0,257.62,224644.64,224644.64
19204,2024-01-03,Client_5,Asset_45,468.0,USD,178.59,1.0,178.59,83580.12,83580.12
19205,2024-01-03,Client_8,Asset_45,829.0,USD,178.59,1.0,178.59,148051.11000000002,148051.11000000002
20691,2024-01-03,Client_3,Asset_48,948.0,USD,153.38,1.0,153.38,145404.24,145404.24
20692,2024-01-03,Client_5,Asset_48,496.0,USD,153.38,1.0,153.38,76076.48,76076.48
20693,2024-01-03,Client_6,Asset_48,207.0,USD,153.38,1.0,153.38,31749.66,31749.66
20694,2024-01-03,Client_7,Asset_48,92.0,USD,153.38,1.0,153.38,14110.96,14110.96
20695,2024-01-03,Client_8,Asset_48,879.0,USD,153.38,1.0,153.38,134821.02,134821.02
20696,2024-01-03,Client_9,Asset_48,51.0,USD,153.38,1.0,153.38,7822.38,7822.38
20697,2024-01-03,Client_10,Asset_48,905.0,USD,153.38,1.0,153.38,138808.9,138808.9
21195,2024-01-03,Client_1,Asset_49,14.0,USD,119.81,1.0,119.81,1677.3400000000001,1677.3400000000001
21196,2024-01-03,Client_2,Asset_49,941.0,USD,119.81,1.0,119.81,112741.21,112741.21
21197,2024-01-03,Client_4,Asset_49,577.0,USD,119.81,1.0,119.81,69130.37,69130.37
21198,2024-01-03,Client_5,Asset_49,620.0,USD,119.81,1.0,119.81,74282.2,74282.2
21199,2024-01-03,Client_10,Asset_49,840.0,USD,119.81,1.0,119.81,100640.40000000001,100640.40000000001
21691,2024-01-03,Client_2,Asset_5,787.0,USD,98.52,1.0,98.52,77535.23999999999,77535.23999999999
21692,2024-01-03,Client_3,Asset_5,910.0,USD,98.52,1.0,98.52,89653.2,89653.2
21693,2024-01-03,Client_4,Asset_5,484.0,USD,98.52,1.0,98.52,47683.68,47683.68
21694,2024-01-03,Client_7,Asset_5,808.0,USD,98.52,1.0,98.52,79604.16,79604.16
22666,2024-01-03,Client_1,Asset_6,399.0,USD,144.58,1.0,144.58,57687.420000000006,57687.420000000006
22667,2024-01-03,Client_2,Asset_6,859.0,USD,144.58,1.0,144.58,124194.22000000002,124194.22000000002
22668,2024-01-03,Client_6,Asset_6,905.0,USD,144.58,1.0,144.58,130844.90000000001,130844.90000000001
22669,2024-01-03,Client_9,Asset_6,159.0,USD,144.58,1.0,144.58,22988.22,22988.22
24149,2024-01-03,Client_4,Asset_9,854.0,USD,102.69,1.0,102.69,87697.26,87697.26
24150,2024-01-03,Client_6,Asset_9,834.0,USD,102.69,1.0,102.69,85643.45999999999,85643.45999999999
24151,2024-01-03,Client_7,Asset_9,416.0,USD,102.69,1.0,102.69,42719.04,42719.04
1517,2024-01-04,Client_1,Asset_12,874.0,USD,86.8,1.0,86.8,75863.2,75863.2
1518,2024-01-04,Client_3,Asset_12,444.0,USD,86.8,1.0,86.8,38539.2,38539.2
1519,2024-01-04,Client_5,Asset_12,844.0,USD,86.8,1.0,86.8,73259.2,73259.2
1520,2024-01-04,Client_7,Asset_12,908.0,USD,86.8,1.0,86.8,78814.4,78814.4
2022,2024-01-04,Client_3,Asset_13,580.0,USD,130.69,1.0,130.69,75800.2,75800.2
2505,2024-01-04,Client_1,Asset_14,465.0,USD,302.85,1.0,302.85,140825.25,140825.25
2506,2024-01-04,Client_2,Asset_14,68.0,USD,302.85,1.0,302.85,20593.800000000003,20593.800000000003
2507,2024-01-04,Client_4,Asset_14,320.0,USD,302.85,1.0,302.85,96912.0,96912.0
2508,2024-01-04,Client_6,Asset_14,577.0,USD,302.85,1.0,302.85,174744.45,174744.45
2509,2024-01-04,Client_7,Asset_14,373.0,USD,302.85,1.0,302.85,112963.05,112963.05
2510,2024-01-04,Client_8,Asset_14,391.0,USD,302.85,1.0,302.85,118414.35,118414.35
3018,2024-01-04,Client_4,Asset_15,945.0,USD,259.18,1.0,259.18,244925.1,244925.1
4463,2024-01-04,Client_2,Asset_18,147.0,USD,226.0,1.0,226.0,33222.0,33222.0
4464,2024-01-04,Client_3,Asset_18,157.0,USD,226.0,1.0,226.0,35482.0,35482.0
4465,2024-01-04,Client_6,Asset_18,800.0,USD,226.0,1.0,226.0,180800.0,180800.0
4466,2024-01-04,Client_9,Asset_18,964.0,USD,226.0,1.0,226.0,217864.0,217864.0
5432,2024-01-04,Client_2,Asset_2,710.0,USD,291.6,1.0,291.6,207036.00000000003,207036.00000000003
5433,2024-01-04,Client_3,Asset_2,179.0,USD,291.6,1.0,291.6,52196.4,52196.4
5434,2024-01-04,Client_4,Asset_2,159.0,USD,291.6,1.0,291.6,46364.4,46364.4
5435,2024-01-04,Client_6,Asset_2,66.0,USD,291.6,1.0,291.6,19245.600000000002,19245.600000000002
5436,2024-01-04,Client_7,Asset_2,416.0,USD,291.6,1.0,291.6,121305.6,121305.6
5437,2024-01-04,Client_8,Asset_2,427.0,USD,291.6,1.0,291.6,124513.20000000001,124513.20000000001
5438,2024-01-04,Client_10,Asset_2,905.0,USD,291.6,1.0,291.6,263898.0,263898.0
5916,2024-01-04,Client_1,Asset_20,278.0,USD,240.13,1.0,240.13,66756.14,66756.14
5917,2024-01-04,Client_7,Asset_20,350.0,USD,240.13,1.0,240.13,84045.5,84045.5
5918,2024-01-04,Client_8,Asset_20,602.0,USD,240.13,1.0,240.13,144558.26,144558.26
7916,2024-01-04,Client_1,Asset_24,609.0,USD,231.24,1.0,231.24,140825.16,140825.16
7917,2024-01-04,Client_3,Asset_24,976.0,USD,231.24,1.0,231.24,225690.24000000002,225690.24000000002
7918,2024-01-04,Client_5,Asset_24,872.0,USD,231.24,1.0,231.24,201641.28,201641.28
7919,2024-01-04,Client_8,Asset_24,668.0,USD,231.24,1.0,231.24,154468.32,154468.32
8411,2024-01-04,Client_2,Asset_25,848.0,USD,211.55,1.0,211.55,179394.40000000002,179394.40000000002
8412,2024-01-04,Client_4,Asset_25,211.0,USD,211.55,1.0,211.55,44637.05,44637.05
8413,2024-01-04,Client_6,Asset_25,970.0,USD,211.55,1.0,211.55,205203.5,205203.5
8901,2024-01-04,Client_1,Asset_26,382.0,USD,211.48,1.0,211.48,80785.36,80785.36
8902,2024-01-04,Client_2,Asset_26,439.0,USD,211.48,1.0,211.48,92839.72,92839.72
8903,2024-01-04,Client_6,Asset_26,982.0,USD,211.48,1.0,211.48,207673.36,207673.36
9416,2024-01-04,Client_2,Asset_27,468.0,USD,246.7,1.0,246.7,115455.59999999999,115455.59999999999
9417,2024-01-04,Client_3,Asset_27,53.0,USD,246.7,1.0,246.7,13075.099999999999,13075.099999999999
9418,2024-01-04,Client_6,Asset_27,570.0,USD,246.7,1.0,246.7,140619.0,140619.0
9419,2024-01-04,Client_10,Asset_27,935.0,USD,246.7,1.0,246.7,230664.5,230664.5
9940,2024-01-04,Client_2,Asset_28,798.0,USD,294.1,1.0,294.1,234691.80000000002,234691.80000000002
9941,2024-01-04,Client_8,Asset_28,353.0,USD,294.1,1.0,294.1,103817.3,103817.3
9942,2024-01-04,Client_10,Asset_28,741.0,USD,294.1,1.0,294.1,217928.1,217928.1
11367,2024-01-04,Client_4,Asset_30,802.0,USD,248.87,1.0,248.87,199593.74,199593.74
11368,2024-01-04,Client_9,Asset_30,67.0,USD,248.87,1.0,248.87,16674.29,16674.29
12842,2024-01-04,Client_4,Asset_33,420.0,USD,186.76,1.0,186.76,78439.2,78439.2
12843,2024-01-04,Client_5,Asset_33,600.0,USD,186.76,1.0,186.76,112056.0,112056.0
12844,2024-01-04,Client_7,Asset_33,860.0,USD,186.76,1.0,186.76,160613.6,160613.6
12845,2024-01-04,Client_8,Asset_33,229.0,USD,186.76,1.0,186.76,42768.04,42768.04
12846,2024-01-04,Client_9,Asset_33,780.0,USD,186.76,1.0,186.76,145672.8,145672.8
12847,2024-01-04,Client_10,Asset_33,616.0,USD,186.76,1.0,186.76,115044.15999999999,115044.15999999999
13366,2024-01-04,Client_3,Asset_34,264.0,USD,80.78,1.0,80.78,21325.920000000002,21325.920000000002
13367,2024-01-04,Client_4,Asset_34,139.0,USD,80.78,1.0,80.78,11228.42,11228.42
13368,2024-01-04,Client_5,Asset_34,25.0,USD,80.78,1.0,80.78,2019.5,2019.5
13369,2024-01-04,Client_7,Asset_34,906.0,USD,80.78,1.0,80.78,73186.68000000001,73186.68000000001
13370,2024-01-04,Client_9,Asset_34,741.0,USD,80.78,1.0,80.78,59857.98,59857.98
13873,2024-01-04,Client_2,Asset_35,92.0,USD,141.59,1.0,141.59,13026.28,13026.28
13874,2024-01-04,Client_4,Asset_35,823.0,USD,141.59,1.0,141.59,116528.57,116528.57
13875,2024-01-04,Client_6,Asset_35,263.0,USD,141.59,1.0,141.59,37238.17,37238.17
15307,2024-01-04,Client_2,Asset_38,194.0,USD,231.55,1.0,231.55,44920.700000000004,44920.700000000004
15308,2024-01-04,Client_6,Asset_38,423.0,USD,231.55,1.0,231.55,97945.65000000001,97945.65000000001
18702,2024-01-04,Client_4,Asset_44,746.0,USD,253.07,1.0,253.07,188790.22,188790.22
18703,2024-01-04,Client_7,Asset_44,370.0,USD,253.07,1.0,253.07,93635.9,93635.9
18704,2024-01-04,Client_9,Asset_44,618.0,USD,253.07,1.0,253.07,156397.26,156397.26
19206,2024-01-04,Client_1,Asset_45,337.0,USD,177.85,1.0,177.85,59935.45,59935.45
19207,2024-01-04,Client_2,Asset_45,684.0,USD,177.85,1.0,177.85,121649.4,121649.4
19208,2024-01-04,Client_10,Asset_45,173.0,USD,177.85,1.0,177.85,30768.05,30768.05
20698,2024-01-04,Client_2,Asset_48,279.0,USD,150.4,1.0,150.4,41961.6,41961.6
20699,2024-01-04,Client_4,Asset_48,483.0,USD,150.4,1.0,150.4,72643.2,72643.2
20700,2024-01-04,Client_5,Asset_48,928.0,USD,150.4,1.0,150.4,139571.2,139571.2
20701,2024-01-04,Client_6,Asset_48,575.0,USD,150.4,1.0,150.4,86480.0,86480.0
20702,2024-01-04,Client_10,Asset_48,623.0,USD,150.4,1.0,150.4,93699.2,93699.2
21200,2024-01-04,Client_9,Asset_49,17.0,USD,118.71,1.0,118.71,2018.07,2018.07
21695,2024-01-04,Client_1,Asset_5,204.0,USD,97.17,1.0,97.17,19822.68,19822.68
21696,2024-01-04,Client_4,Asset_5,673.0,USD,97.17,1.0,97.17,65395.41,65395.41
21697,2024-01-04,Client_5,Asset_5,114.0,USD,97.17,1.0,97.17,11077.380000000001,11077.380000000001
21698,2024-01-04,Client_6,Asset_5,830.0,USD,97.17,1.0,97.17,80651.1,80651.1
22670,2024-01-04,Client_1,Asset_6,724.0,USD,142.75,1.0,142.75,103351.0,103351.0
22671,2024-01-04,Client_3,Asset_6,168.0,USD,142.75,1.0,142.75,23982.0,23982.0
22672,2024-01-04,Client_5,Asset_6,855.0,USD,142.75,1.0,142.75,122051.25,122051.25
