date,asset,currency,price,notes
2024-05-22,Asset_25,USD,177.42,
2024-05-23,Asset_25,USD,177.37,
2024-05-24,Asset_25,USD,174.76,
2024-05-27,Asset_25,USD,173.11,
2024-05-28,asset_25 ,USD,177.04,
2024-05-29,Asset_25,USD,174.12,
2024-05-30,asset_25 ,USD,176.17,
2024-05-31,Asset_25,USD,179.73,
03-06-2024,Asset_25,USD,178.99,
2024-06-04,Asset_25,USD,179.33,
2024-06-05,Asset_25,USD,175.15,
2024-06-06,Asset_25,USD,174.71,
2024-06-07,Asset_25,USD,173.38,
2024-06-10,Asset_25,USD,169.76,
2024-06-11,Asset_25,USD,167.62,
2024-06-12,Asset_25,USD,163.03,
2024-06-13,Asset_25,USD,168.37,
06/14/2024,Asset_25,USD,170.06,
2024-06-17,Asset_25,USD,165.01,
2024-06-18,Asset_25,usd,164.38,
06/19/2024,Asset_25,USD,173.49,
2024-06-20,Asset_25,USD,178.26,
2024-06-21,Asset_25,usd,183.58,
2024-06-24,Asset_25,USD,180.11,
2024-06-25,Asset_25,USD,185.42,
2024-06-26,Asset_25,USD,185.28,
2024-06-27,Asset_25,usd,185.56,
2024-06-28,Asset_25,USD,191.66,
2024-01-01,Asset_26,USD,223.36,
2024-01-02,Asset_26,USD,222.39,
2024-01-03,Asset_26,USD,214.39,
2024-01-04,Asset_26,USD,211.48,
2024-01-05,Asset_26,USD,205.11,
2024-01-08,Asset_26,USD,207.99,
2024-01-09,Asset_26,usd,207.1,
2024-01-10,Asset_26,USD,207.49,
2024-01-11,Asset_26,USD,204.17,
2024-01-12,Asset_26,USD,194.76,
2024-01-15,Asset_26,USD,197.75,
2024-01-16,Asset_26,USD,194.08,
2024-01-17,Asset_26,USD,193.45,
18-01-2024,Asset_26,USD,196.94,
2024-01-19,Asset_26,USD,192.14,
2024-01-22,Asset_26,USD,194.19,
2024-01-23,Asset_26,USD,197.15,
2024-01-24,Asset_26,USD,203.79,
2024-01-25,Asset_26,USD,206.88,
2024-01-26,Asset_26,USD,197.98,
2024-01-29,Asset_26,USD,195.17,
2024-01-30,Asset_26,USD,192.62,
2024-01-31,Asset_26,USD,189.6,
2024-02-01,Asset_26,USD,192.49,
2024-02-02,Asset_26,USD,196660.0,
2024-02-05,Asset_26,USD,194.5,
2024-02-06,Asset_26,USD,191.8,
2024-02-07,Asset_26,USD,193.28,
2024-02-08,Asset_26,USD,192.3,
2024-02-09,Asset_26,USD,196.99,
2024-02-12,Asset_26,USD,195.58,
2024-02-13,Asset_26,USD,195.47,
2024-02-14,Asset_26,USD,196.81,
2024-02-15,asset_26 ,USD,194.67,
02/16/2024,Asset_26,USD,192.12,
2024-02-19,Asset_26,USD,190.12,
2024-02-20,Asset_26,USD,188.7,
2024-02-21,Asset_26,USD,187.39,
2024-02-22,Asset_26,USD,189.59,
2024-02-23,Asset_26,USD,193.92,
2024-02-26,Asset_26,USD,193.52,
2024-02-27,Asset_26,USD,192.73,
2024-02-28,Asset_26,USD,190.07,
20240229,asset_26 ,USD,191.06,
2024-03-01,Asset_26,USD,193.8,
2024-03-04,Asset_26,USD,194.63,
05-03-2024,Asset_26,USD,188.86,
2024-03-06,Asset_26,USD,185.8,
07-03-2024,Asset_26,USD,193.5,
2024-03-08,Asset_26,USD,191.62,
20240311,Asset_26,USD,193.98,
20240312,Asset_26,USD,183.5,
2024-03-13,Asset_26,USD,186.37,
2024-03-14,Asset_26,USD,188.76,
2024-03-15,Asset_26,usd ,189.38,
2024-03-18,Asset_26,USD ,188.41,Check
2024-03-19,ASSET_26,USD,192.95,
2024-03-20,asset_26,USD,192.95,
2024-03-21,Asset_26,USD,191.51,
2024-03-22,Asset_26,USD,187.42,
2024-03-25,ASSET_26 ,USD,187.33,
2024-03-26,Asset_26,usd ,184.7,
2024-03-27,Asset_26,USD,179.66,
2024-03-28,Asset_26,USD,177.53,
2024-03-29,ASSET_26 ,USD,169.73,
2024-04-01,asset_26,USD,167.49,
2024-04-02,Asset_26,USD,162.35,
2024-04-03,Asset_26,USD,165.11,
2024-04-04,ASSET_26,USD,165.91,
2024-04-05,Asset_26,USD,169.88,
2024-04-08,Asset_26,USD,167.88,
2024-04-09,Asset_26,USD,171.34,
2024-04-10,Asset_26,USD,170.5,
2024-04-11,Asset_26,USD,169.63,
2024-04-12,ASSET_26 ,USD,180.23,
2024-04-15,Asset_26,USD,179.79,
2024-04-16,Asset_26,USD,171.56,
2024-04-17,Asset_26,USD ,167.59,
2024-04-18,Asset_26,USD,176.27,
2024-04-19,Asset_26,USD,176.81,
2024-04-22,Asset_26,USD,171.38,
2024-04-23,Asset_26,USD,174.35,
2024-04-24,asset_26,USD,175.42,
2024-04-25,Asset_26,USD,174.05,
2024-04-26,Asset_26,USD ,172.6,
2024-04-29,Asset_26,USD,167.25,
2024-04-30,asset_26,USD,165.4,
2024-05-01,asset_26,USD,162.48,
2024-05-02,Asset_26,USD,165.04,
2024-05-03,Asset_26,USD,162.31,
2024-05-06,Asset_26,USD,162.66,
2024-05-07,asset_26 ,USD,164.53,Check
2024-05-08,Asset_26,USD,168.69,
2024-05-09,Asset_26,USD,167.14,
2024-05-10,Asset_26,USD,168.0,
2024-05-13,Asset_26,USD,170.64,
2024-05-14,Asset_26,USD,167.67,
2024-05-15,Asset_26,USD,166.94,
2024-05-16,Asset_26,USD,169.6,Updated
2024-05-17,Asset_26,USD,167.68,
2024-05-20,Asset_26,USD,0.0,
2024-05-21,Asset_26,USD,163.49,
05/22/2024,Asset_26,usd,169.42,
2024-05-23,Asset_26,USD,167.92,
2024-05-24,Asset_26,USD,168.35,
2024-05-27,Asset_26,USD,169.34,
28-05-2024,Asset_26,USD,171.07,
2024-05-29,Asset_26,USD,165.14,
2024-05-30,Asset_26,USD,161.98,
2024-05-31,Asset_26,USD,158.39,
2024-06-03,ASSET_26 ,USD,156.47,
2024-06-04,Asset_26,USD,154.14,
2024-06-05,Asset_26,USD,149.8,
2024-06-06,Asset_26,USD,151.03,
2024-06-07,Asset_26,USD,154.73,
2024-06-10,Asset_26,USD,158.93,
2024-06-11,Asset_26,USD,159.91,
2024-06-12,Asset_26,USD,159.07,
2024-06-13,Asset_26,USD,162.93,
2024-06-14,Asset_26,USD,-161.85,
2024-06-17,Asset_26,USD,159.99,
2024-06-18,Asset_26,USD,161.62,Check
2024-06-19,Asset_26,USD,164080.0,
2024-06-20,Asset_26,USD,164.78,
2024-06-21,Asset_26,USD,165.88,
24-06-2024,Asset_26,USD,166.38,
2024-06-25,Asset_26,USD,164.86,
26-06-2024,Asset_26,USD,166.37,
2024-06-27,Asset_26,USD,168.64,
20240628,Asset_26,USD,167.52,
2024-01-01,Asset_27,USD,250.38,
2024-01-02,Asset_27,USD,252.82,
2024-01-03,Asset_27,USD,250.42,
2024-01-04,Asset_27,USD,246.7,
2024-01-05,Asset_27,USD,243.74,
2024-01-08,Asset_27,USD,240.13,
2024-01-09,Asset_27,USD,241.71,
2024-01-10,Asset_27,USD,239.56,
2024-01-11,Asset_27,USD,241.66,
2024-01-12,ASSET_27 ,USD,244.61,
2024-01-15,Asset_27,usd,235.04,
2024-01-16,Asset_27,USD,236.85,
2024-01-17,Asset_27,USD,232.75,
18-01-2024,Asset_27,USD,225.66,
2024-01-19,Asset_27,USD,232.82,
2024-01-22,Asset_27,USD,234.47,
2024-01-23,Asset_27,USD,234.19,
2024-01-24,Asset_27,USD,238.22,
2024-01-25,ASSET_27,USD,239.18,
2024-01-26,Asset_27,USD,241.06,
2024-01-29,Asset_27,USD,240.8,
2024-01-30,Asset_27,USD,248.48,
2024-01-31,Asset_27,USD,239.11,
2024-02-01,Asset_27,USD,235.07,
2024-02-02,Asset_27,USD,229.92,
2024-02-05,ASSET_27 ,USD,232.8,
2024-02-06,Asset_27,USD,231.75,
2024-02-07,asset_27,USD,236.03,Updated
2024-02-08,Asset_27,USD,231.53,
2024-02-09,Asset_27,USD,231.32,
2024-02-12,Asset_27,USD,230.13,
20240213,Asset_27,USD,229.98,
2024-02-14,Asset_27,USD,231.22,
02/15/2024,Asset_27,USD,234.94,
2024-02-16,Asset_27,USD,234.01,
2024-02-19,Asset_27,USD,232.87,
2024-02-20,Asset_27,USD,228.7,
2024-02-21,Asset_27,USD,220.52,
2024-02-22,Asset_27,USD,217.86,
2024-02-23,Asset_27,USD,223.55,
2024-02-26,ASSET_27 ,USD,228.91,
02/27/2024,Asset_27,USD,225.32,
2024-02-28,Asset_27,USD,226.11,
2024-02-29,Asset_27,USD,227.82,
2024-03-01,Asset_27,USD,227.3,
2024-03-04,asset_27 ,USD,224.9,
2024-03-05,Asset_27,USD,231.47,
2024-03-06,Asset_27,USD,227.26,
2024-03-07,Asset_27,USD,224.82,
2024-03-08,Asset_27,USD,219.68,
2024-03-11,Asset_27,USD,215.23,
2024-03-12,Asset_27,USD,217.1,
2024-03-13,Asset_27,USD,209.05,
2024-03-14,asset_27 ,USD,212.17,
2024-03-15,Asset_27,USD,208.95,
2024-03-18,Asset_27,usd,208.47,
2024-03-19,Asset_27,USD,207.07,
20240320,Asset_27,usd ,204.04,
2024-03-21,ASSET_27,USD,200.99,
20240322,Asset_27,USD,203.39,
2024-03-25,Asset_27,USD,207.94,
2024-03-26,asset_27,USD,200.29,
2024-03-27,Asset_27,USD,197.95,
2024-03-28,Asset_27,USD,198.0,
2024-03-29,Asset_27,USD,195.09,
2024-04-01,ASSET_27,USD,196.93,
2024-04-02,Asset_27,USD,195.3,
2024-04-03,ASSET_27,USD,190.64,
2024-04-04,ASSET_27,USD,190.86,
2024-04-05,Asset_27,USD,188.17,
2024-04-08,Asset_27,USD,184.35,
2024-04-09,Asset_27,USD,184.0,
2024-04-10,Asset_27,USD ,185.41,
2024-04-11,Asset_27,USD,186.31,
2024-04-12,Asset_27,USD,189.03,
2024-04-15,Asset_27,USD,188.86,
2024-04-16,Asset_27,USD,192.3,
2024-04-17,Asset_27,USD,198.0,
20240418,Asset_27,USD,190.45,
2024-04-19,ASSET_27 ,USD,192.57,
2024-04-22,Asset_27,USD,196.24,Check
2024-04-23,Asset_27,USD,195.51,
2024-04-24,asset_27,USD,192.68,
2024-04-25,Asset_27,USD,191.55,
2024-04-26,Asset_27,USD,195.95,
2024-04-29,Asset_27,USD,191.86,
2024-04-30,Asset_27,USD,192.39,
01-05-2024,Asset_27,USD,191.96,
2024-05-02,Asset_27,USD,193.99,
2024-05-03,ASSET_27 ,USD,191.98,
2024-05-06,Asset_27,USD,197.67,
2024-05-07,Asset_27,USD,191.12,
2024-05-08,Asset_27,USD,191.06,
2024-05-09,Asset_27,USD,197.12,
2024-05-10,Asset_27,USD,194.71,
2024-05-13,asset_27 ,USD,194.66,
2024-05-14,Asset_27,USD,196.06,
2024-05-15,Asset_27,USD,190.47,
2024-05-16,Asset_27,USD,195.97,
2024-05-17,Asset_27,USD,192.02,
2024-05-20,Asset_27,USD,193.54,
2024-05-21,Asset_27,USD,196.21,
2024-05-22,Asset_27,USD,200.08,
2024-05-23,Asset_27,USD ,199.57,
2024-05-24,Asset_27,USD,202.1,
2024-05-27,Asset_27,USD,192.46,
2024-05-28,ASSET_27,USD,192.61,
29-05-2024,Asset_27,USD,196.32,
2024-05-30,Asset_27,USD,200.52,
2024-05-31,Asset_27,USD,197.57,
2024-06-03,Asset_27,USD,198.54,
2024-06-04,Asset_27,USD,-198.72,
2024-06-05,Asset_27,USD,201.58,
2024-06-06,Asset_27,USD,198.44,
2024-06-07,Asset_27,USD,196.41,
2024-06-10,Asset_27,USD,200.69,
2024-06-11,Asset_27,USD,196.4,
2024-06-12,Asset_27,USD,201.17,
2024-06-13,Asset_27,USD,,
2024-06-14,Asset_27,USD,193.57,
2024-06-17,ASSET_27 ,USD,192.52,
2024-06-18,Asset_27,USD,197.16,
2024-06-19,Asset_27,USD,195.98,
2024-06-20,Asset_27,USD,195.35,
2024-06-21,Asset_27,USD,197.13,
2024-06-24,Asset_27,USD,191.91,
2024-06-25,Asset_27,USD,192.02,
26-06-2024,Asset_27,USD,0.0,
2024-06-27,Asset_27,USD,189.55,
2024-06-28,Asset_27,USD,193.54,
2024-01-01,Asset_28,USD,293.85,
2024-01-02,asset_28,USD,289.12,
2024-01-03,Asset_28,USD,288.93,
20240104,Asset_28,USD,294.1,
2024-01-05,ASSET_28 ,USD,295.17,
2024-01-08,Asset_28,USD,303.23,
2024-01-09,Asset_28,USD,308.01,
2024-01-10,Asset_28,USD,296.56,
2024-01-11,Asset_28,USD,301.36,
2024-01-12,Asset_28,USD,302.39,
01/15/2024,Asset_28,USD,309.12,
2024-01-16,Asset_28,USD,295.66,
2024-01-17,Asset_28,USD,289.24,
2024-01-18,Asset_28,USD,290.76,
2024-01-19,Asset_28,USD,291.98,
2024-01-22,Asset_28,USD,289.78,
2024-01-23,Asset_28,USD,290.99,
2024-01-24,Asset_28,USD,301.38,
2024-01-25,Asset_28,USD,305.12,
2024-01-26,Asset_28,USD,307.03,
2024-01-29,Asset_28,USD,307.86,
2024-01-30,Asset_28,USD,295.72,
2024-01-31,Asset_28,USD,302.35,
2024-02-01,Asset_28,USD,302.33,
2024-02-02,Asset_28,USD,303.37,
2024-02-05,Asset_28,USD,308.35,
2024-02-06,Asset_28,USD,309.2,
2024-02-07,Asset_28,USD,304.1,
2024-02-08,Asset_28,USD,305.38,
09-02-2024,Asset_28,USD,293.41,
2024-02-12,Asset_28,USD,284.39,
20240213,Asset_28,USD,281.5,
2024-02-14,Asset_28,USD,269.82,
2024-02-15,ASSET_28 ,USD,264.71,
2024-02-16,Asset_28,USD,259.24,
20240219,Asset_28,USD,254.11,
2024-02-20,Asset_28,USD,254.86,
2024-02-21,Asset_28,USD,253.13,
2024-02-22,Asset_28,USD,259.98,
2024-02-23,Asset_28,USD,272.99,
2024-02-26,Asset_28,USD,265.45,
2024-02-27,Asset_28,USD,263.38,
2024-02-28,Asset_28,USD,263.53,
2024-02-29,Asset_28,USD,255.53,
2024-03-01,ASSET_28 ,USD,246.83,
2024-03-04,Asset_28,USD,251.45,
2024-03-05,Asset_28,USD,249.87,
2024-03-06,Asset_28,USD,259.29,
2024-03-07,Asset_28,USD,268.14,
2024-03-08,Asset_28,USD,261.24,
2024-03-11,Asset_28,USD,266.63,
2024-03-12,Asset_28,USD,269.06,
2024-03-13,Asset_28,USD,-263.45,
2024-03-14,Asset_28,USD,256.97,
2024-03-15,Asset_28,USD,258.83,
2024-03-18,Asset_28,USD,260.17,
2024-03-19,Asset_28,USD,260.63,
2024-03-20,Asset_28,USD,262.84,
2024-03-21,Asset_28,USD,,
2024-03-22,Asset_28,USD,263.76,
2024-03-25,Asset_28,USD,258.22,
2024-03-26,Asset_28,USD,263.49,
2024-03-27,Asset_28,USD,261.89,
2024-03-28,Asset_28,USD,263.33,
2024-03-29,Asset_28,USD,263.91,
2024-04-01,Asset_28,USD,262.05,
2024-04-02,Asset_28,USD,265.33,
2024-04-03,Asset_28,USD,273.94,
2024-04-04,Asset_28,USD,278.31,
2024-04-05,Asset_28,USD,280.71,
2024-04-08,Asset_28,USD,272.52,
2024-04-09,Asset_28,USD,265.89,
2024-04-10,Asset_28,USD,274.31,
2024-04-11,Asset_28,USD,284.11,
2024-04-12,Asset_28,USD,281.62,
2024-04-15,Asset_28,usd,284.93,
2024-04-16,Asset_28,USD,291.65,
2024-04-17,Asset_28,USD,284.63,
2024-04-18,Asset_28,USD,293.95,
2024-04-19,Asset_28,USD,297.23,
2024-04-22,Asset_28,USD,292.21,
2024-04-23,Asset_28,USD,,
2024-04-24,Asset_28,USD,305.45,
2024-04-25,Asset_28,USD,303.87,
2024-04-26,Asset_28,USD,299.28,
2024-04-29,Asset_28,USD,289.75,
2024-04-30,Asset_28,USD,296.24,
2024-05-01,Asset_28,USD,303.81,
2024-05-02,ASSET_28 ,USD,307.21,
2024-05-03,Asset_28,USD,304.76,
2024-05-06,Asset_28,USD,304.45,
2024-05-07,Asset_28,USD,299.75,
2024-05-08,ASSET_28 ,USD,303.08,
2024-05-09,Asset_28,USD,292.54,
2024-05-10,Asset_28,USD,290.32,
2024-05-13,Asset_28,USD,296.74,
2024-05-14,Asset_28,USD ,300.2,
2024-05-15,Asset_28,USD,293.68,
2024-05-16,Asset_28,USD,293.0,
2024-05-17,ASSET_28,USD,-292.99,Check
2024-05-20,Asset_28,USD,284.87,
05/21/2024,Asset_28,USD,282.12,
2024-05-22,asset_28 ,USD,284.8,
2024-05-23,Asset_28,USD,282.03,
2024-05-24,Asset_28,USD,271.33,
2024-05-27,Asset_28,USD,262.48,
2024-05-28,Asset_28,USD,269.45,
2024-05-29,Asset_28,USD,270.24,
2024-05-30,ASSET_28,USD,277.51,
2024-05-31,Asset_28,USD,281.11,
2024-06-03,Asset_28,USD,274.59,
20240604,asset_28,USD,278.06,
2024-06-05,Asset_28,USD,281.33,
2024-06-06,asset_28,USD,282.73,
2024-06-07,Asset_28,USD,277.64,
2024-06-10,Asset_28,USD,278.33,Check
2024-06-11,Asset_28,USD,280.65,
2024-06-12,Asset_28,usd ,276.21,
2024-06-13,Asset_28,USD,272.32,
2024-06-14,Asset_28,USD,267.15,
2024-06-17,Asset_28,USD,270.41,
2024-06-18,Asset_28,USD,272.5,
2024-06-19,Asset_28,USD,268.21,
2024-06-20,Asset_28,USD,277.96,
2024-06-21,Asset_28,USD,265.91,
2024-06-24,Asset_28,USD,261.92,
2024-06-25,Asset_28,USD,264.88,
2024-06-26,Asset_28,USD,268.24,
2024-06-27,Asset_28,USD,269.07,
28-06-2024,Asset_28,USD,271.73,
2024-01-01,asset_29,CAD,93.99,
2024-01-02,Asset_29,CAD,94.51,
2024-01-03,Asset_29,CAD,92.85,
2024-01-04,Asset_29,CAD,96.39,
2024-01-05,Asset_29,CAD,95.1,
2024-01-08,Asset_29,CAD,92.34,
2024-01-09,Asset_29,CAD,93.57,
2024-01-10,Asset_29,CAD,90.74,
2024-01-11,ASSET_29 ,CAD,92.53,
2024-01-12,asset_29,CAD,93.59,
2024-01-15,ASSET_29 ,CAD,92.76,
2024-01-16,ASSET_29,CAD,91.04,
20240117,Asset_29,CAD,92.2,
2024-01-18,Asset_29,CAD,92.26,
2024-01-19,Asset_29,CAD,92.91,
2024-01-22,Asset_29,CAD,89.79,
2024-01-23,ASSET_29 ,CAD,88.49,
2024-01-24,asset_29 ,CAD,89.45,
2024-01-25,Asset_29,CAD,88.75,
2024-01-26,Asset_29,CAD,89.76,
2024-01-29,asset_29 ,CAD,91.24,
2024-01-30,ASSET_29 ,CAD,90.16,
2024-01-31,Asset_29,CAD,89.82,
2024-02-01,Asset_29,CAD,87.75,
02-02-2024,Asset_29,CAD,89.73,
2024-02-05,Asset_29,CAD,90.16,
2024-02-06,Asset_29,CAD,90.83,
2024-02-07,Asset_29,CAD,-93.89,
2024-02-08,Asset_29,CAD,95.04,
2024-02-09,asset_29,CAD,93.04,
2024-02-12,Asset_29,CAD,92.89,
2024-02-13,Asset_29,CAD,96.39,
2024-02-14,Asset_29,CAD,96.79,
2024-02-15,Asset_29,CAD,98.04,
2024-02-16,Asset_29,CAD,97.15,
2024-02-19,Asset_29,CAD,95.45,
2024-02-20,Asset_29,CAD,95.46,
2024-02-21,ASSET_29 ,CAD,96.06,
2024-02-22,Asset_29,CAD,94.31,
2024-02-23,Asset_29,CAD,0.0,
2024-02-26,Asset_29,CAD,91.83,
2024-02-27,Asset_29,CAD,91.17,
2024-02-28,Asset_29,CAD,91.13,
2024-02-29,asset_29 ,CAD,91.5,
2024-03-01,Asset_29,CAD,91.14,
2024-03-04,ASSET_29,CAD,93.47,
2024-03-05,Asset_29,CAD,93.2,
2024-03-06,Asset_29,CAD,94.91,
2024-03-07,Asset_29,CAD,95.3,
2024-03-08,Asset_29,CAD,94.44,
2024-03-11,asset_29,CAD,98.25,
2024-03-12,Asset_29,CAD,97.71,Check
2024-03-13,Asset_29,CAD,98.22,
2024-03-14,Asset_29,CAD,99.57,
2024-03-15,Asset_29,CAD,100.4,
2024-03-18,ASSET_29,CAD,101.46,
2024-03-19,Asset_29,CAD,102.83,
2024-03-20,Asset_29,CAD,101.14,
20240321,Asset_29,CAD,100.03,
2024-03-22,Asset_29,CAD,98.35,
20240325,Asset_29,CAD,96.2,
2024-03-26,asset_29,CAD,99.1,
2024-03-27,Asset_29,CAD,99.43,
2024-03-28,Asset_29,CAD,99.47,
2024-03-29,Asset_29,CAD,100.41,
20240401,Asset_29,CAD,100.73,
2024-04-02,Asset_29,CAD,99.78,
2024-04-03,Asset_29,CAD,99.22,
2024-04-04,Asset_29,CAD,100.79,
2024-04-05,Asset_29,CAD,98.81,
2024-04-08,Asset_29,CAD,101.05,
2024-04-09,Asset_29,CAD,98.43,
2024-04-10,Asset_29,CAD,97.26,
2024-04-11,Asset_29,CAD,97.69,
2024-04-12,Asset_29,CAD,98.0,
2024-04-15,Asset_29,CAD,98.66,
2024-04-16,Asset_29,CAD,96.9,
20240417,Asset_29,CAD,97.66,
2024-04-18,Asset_29,CAD ,100.24,
2024-04-19,Asset_29,CAD,97.45,
2024-04-22,asset_29,CAD,99.67,
2024-04-23,Asset_29,CAD,99.9,
2024-04-24,Asset_29,CAD,99.32,
2024-04-25,Asset_29,CAD,100.18,
2024-04-26,Asset_29,CAD,97.01,
2024-04-29,Asset_29,CAD,97.18,
2024-04-30,Asset_29,CAD,94.33,
2024-05-01,Asset_29,CAD,94.89,
2024-05-02,Asset_29,CAD,96.98,
03-05-2024,asset_29,CAD,98.51,
2024-05-06,Asset_29,CAD,98.7,
2024-05-07,Asset_29,CAD,98.05,
08-05-2024,Asset_29,CAD,96.48,
2024-05-09,Asset_29,CAD,99.74,Updated
2024-05-10,asset_29 ,CAD,98.44,Check
2024-05-13,Asset_29,CAD,96.56,
2024-05-14,Asset_29,CAD,95.76,
2024-05-15,Asset_29,CAD,94.81,
2024-05-16,Asset_29,CAD,93.83,
2024-05-17,Asset_29,CAD,94.37,
2024-05-20,Asset_29,CAD,94.99,
2024-05-21,Asset_29,CAD,96.63,
2024-05-22,Asset_29,CAD,99.87,
2024-05-23,Asset_29,CAD,101.46,
2024-05-24,Asset_29,CAD,103.62,
2024-05-27,Asset_29,CAD,104.0,
2024-05-28,Asset_29,CAD,101.1,Check
29-05-2024,Asset_29,CAD,99.29,
2024-05-30,Asset_29,CAD,99.04,
2024-05-31,Asset_29,CAD,93.2,
2024-06-03,Asset_29,CAD,94.35,
2024-06-04,ASSET_29 ,CAD ,90.73,
2024-06-05,Asset_29,CAD,88.53,
2024-06-06,Asset_29,CAD,87.98,
2024-06-07,Asset_29,CAD,89.13,
20240610,Asset_29,CAD,89.32,
2024-06-11,ASSET_29 ,CAD,88.8,
2024-06-12,Asset_29,CAD,88.48,
2024-06-13,Asset_29,CAD,88.02,
2024-06-14,Asset_29,CAD,90.08,
2024-06-17,Asset_29,CAD,91.61,
2024-06-18,Asset_29,CAD,88.24,
2024-06-19,Asset_29,CAD,86.77,
2024-06-20,Asset_29,CAD,88.93,
2024-06-21,Asset_29,CAD,90.47,
2024-06-24,Asset_29,CAD,88.62,
2024-06-25,Asset_29,CAD,88.04,
2024-06-26,Asset_29,CAD,88.14,
20240627,asset_29,CAD,87.35,
2024-06-28,Asset_29,CAD,88.89,
2024-01-01,Asset_30,USD,261.2,
20240102,Asset_30,USD,252.9,
03-01-2024,Asset_30,USD,251.96,
2024-01-04,Asset_30,USD,248.87,
2024-01-05,ASSET_30 ,USD,251.72,
2024-01-08,Asset_30,USD,251.91,
2024-01-09,Asset_30,USD,249.16,
2024-01-10,Asset_30,USD,247.35,
2024-01-11,Asset_30,USD,245.17,
2024-01-12,Asset_30,USD,244.51,
2024-01-15,Asset_30,USD,248.08,
2024-01-16,Asset_30,USD,250.41,
2024-01-17,Asset_30,USD,251.93,
2024-01-18,Asset_30,USD,260.29,
2024-01-19,Asset_30,USD,265.59,
2024-01-22,asset_30 ,USD,269.38,
2024-01-23,asset_30 ,USD,274.3,
2024-01-24,Asset_30,USD,268.18,
2024-01-25,Asset_30,USD,276.33,
2024-01-26,Asset_30,USD,285.47,
2024-01-29,Asset_30,USD,298.05,
2024-01-30,Asset_30,USD,294.4,
2024-01-31,Asset_30,USD,297.68,
2024-02-01,Asset_30,USD,303.43,
2024-02-02,Asset_30,USD,,
2024-02-05,Asset_30,USD,294.0,
2024-02-06,Asset_30,USD,283.0,
2024-02-07,Asset_30,USD,280.1,
2024-02-08,asset_30 ,USD,286.23,
2024-02-09,Asset_30,USD,294.26,Check
2024-02-12,Asset_30,USD,290.19,
2024-02-13,ASSET_30,USD,290.26,
2024-02-14,Asset_30,USD,,
2024-02-15,Asset_30,USD,300.85,
2024-02-16,Asset_30,usd,306.83,
20240219,Asset_30,USD,314.38,
2024-02-20,Asset_30,USD,308.95,
2024-02-21,Asset_30,USD,311.78,
2024-02-22,Asset_30,USD,311.04,
2024-02-23,Asset_30,USD,305.46,
2024-02-26,Asset_30,USD,299.51,
2024-02-27,Asset_30,USD,300.53,
2024-02-28,Asset_30,USD,302.36,
2024-02-29,Asset_30,USD,303.23,
2024-03-01,Asset_30,USD,304.06,
2024-03-04,Asset_30,USD,316.02,
2024-03-05,Asset_30,USD,327.58,
2024-03-06,Asset_30,USD,326.56,Check
2024-03-07,Asset_30,USD,321.95,
2024-03-08,Asset_30,USD,0.0,
2024-03-11,Asset_30,USD,314.91,
2024-03-12,Asset_30,USD,320.13,
20240313,Asset_30,USD,320.67,
2024-03-14,asset_30,USD,327.33,
2024-03-15,Asset_30,USD,335.36,
2024-03-18,Asset_30,usd ,327.3,
2024-03-19,Asset_30,USD ,326.75,
2024-03-20,Asset_30,USD,324.27,
2024-03-21,ASSET_30,USD,318.65,
2024-03-22,asset_30,usd,309.72,
2024-03-25,Asset_30,USD,311.39,
2024-03-26,Asset_30,USD,303.84,
2024-03-27,Asset_30,usd,311.12,
2024-03-28,Asset_30,USD,308.52,
2024-03-29,asset_30,USD,298.37,Check
2024-04-01,Asset_30,USD,302.73,
2024-04-02,Asset_30,USD,306.84,
2024-04-03,asset_30 ,USD,313.22,
04-04-2024,Asset_30,USD,312930.0,
2024-04-05,Asset_30,USD,312.41,
2024-04-08,Asset_30,USD,307.49,Check
2024-04-09,Asset_30,USD,324.02,
2024-04-10,Asset_30,USD,311.14,
2024-04-11,Asset_30,USD,308.38,
2024-04-12,Asset_30,USD,314.43,
2024-04-15,Asset_30,USD,312.27,
2024-04-16,Asset_30,USD,311.28,
2024-04-17,Asset_30,USD,312.95,
2024-04-18,Asset_30,USD,322.11,
20240419,Asset_30,USD,326.93,
2024-04-22,Asset_30,USD,331.89,
2024-04-23,Asset_30,USD,334.82,
2024-04-24,asset_30,USD,338.3,
04/25/2024,Asset_30,usd,341.71,
2024-04-26,Asset_30,USD,350.09,
2024-04-29,Asset_30,usd ,352.15,
2024-04-30,Asset_30,USD,346.89,
2024-05-01,Asset_30,USD,349.17,
2024-05-02,Asset_30,USD,356.46,
2024-05-03,Asset_30,USD,358.27,
2024-05-06,ASSET_30,USD,350.77,
2024-05-07,Asset_30,USD,348.85,
2024-05-08,Asset_30,USD,350.98,
20240509,Asset_30,USD,351.56,
2024-05-10,Asset_30,usd,,
2024-05-13,Asset_30,USD,352.07,
2024-05-14,Asset_30,USD,359.25,
2024-05-15,Asset_30,USD,366.18,
2024-05-16,Asset_30,USD,368.88,
05/17/2024,Asset_30,USD,361.03,
2024-05-20,Asset_30,USD,374.56,
2024-05-21,Asset_30,USD,382.16,
20240522,Asset_30,USD,380.39,
2024-05-23,Asset_30,USD,381.5,
2024-05-24,ASSET_30 ,usd ,380.74,
2024-05-27,Asset_30,USD,389.76,
2024-05-28,Asset_30,USD,405.51,
2024-05-29,Asset_30,USD,406.69,
2024-05-30,Asset_30,USD,401.23,
